id,contrat_id,client_id,date_emission,date_echeance,montant_brut,montant_net,statut,date_encaissement
PRM00604,POL0047,CLT012,2024-10-16,2024-11-16,618,587,encaissée,2024-10-31
PRM00605,POL0047,CLT012,2024-11-16,2024-12-16,618,587,encaissée,2024-11-26
PRM00606,POL0047,CLT012,2024-12-16,2025-01-16,618,587,encaissée,2024-12-26
PRM00607,POL0047,CLT012,2025-01-16,2025-02-16,618,587,encaissée,2025-01-27
PRM00608,POL0047,CLT012,2025-02-16,2025-03-16,618,587,encaissée,2025-03-02
PRM00609,POL0047,CLT012,2025-03-16,2025-04-16,618,587,encaissée,2025-03-24
PRM00610,POL0047,CLT012,2025-04-16,2025-05-16,618,587,encaissée,2025-04-23
PRM00611,POL0047,CLT012,2025-05-16,2025-06-16,618,587,encaissée,2025-05-23
PRM00612,POL0047,CLT012,2025-06-16,2025-07-16,618,587,encaissée,2025-06-26
PRM00613,POL0047,CLT012,2025-07-16,2025-08-16,618,587,encaissée,2025-07-28
PRM00614,POL0047,CLT012,2025-08-16,2025-09-16,618,587,encaissée,2025-08-30
PRM00615,POL0047,CLT012,2025-09-16,2025-10-16,618,587,encaissée,2025-09-27
PRM00616,POL0047,CLT012,2025-10-16,2025-11-16,618,587,encaissée,2025-10-31
PRM00617,POL0047,CLT012,2025-11-16,2025-12-16,618,587,encaissée,2025-11-28
PRM00618,POL0047,CLT012,2025-12-16,2026-01-16,618,587,encaissée,2025-12-26
PRM00619,POL0047,CLT012,2026-01-16,2026-02-16,618,587,encaissée,2026-01-23
PRM00620,POL0047,CLT012,2026-02-16,2026-03-16,618,587,encaissée,2026-02-21
PRM00621,POL0047,CLT012,2026-03-16,2026-04-16,618,587,encaissée,2026-03-28
PRM00622,POL0047,CLT012,2026-04-16,2026-05-16,618,587,encaissée,2026-04-21
PRM00623,POL0048,CLT012,2024-08-04,2024-09-04,1638,1556,encaissée,2024-08-11
PRM00624,POL0048,CLT012,2024-09-04,2024-10-04,1638,1556,encaissée,2024-09-08
PRM00625,POL0048,CLT012,2024-10-04,2024-11-04,1638,1556,encaissée,2024-10-09
PRM00626,POL0048,CLT012,2024-11-04,2024-12-04,1638,1556,encaissée,2024-11-13
PRM00627,POL0048,CLT012,2024-12-04,2025-01-04,1638,1556,encaissée,2024-12-15
PRM00628,POL0048,CLT012,2025-01-04,2025-02-04,1638,1556,encaissée,2025-01-13
PRM00629,POL0048,CLT012,2025-02-04,2025-03-04,1638,1556,encaissée,2025-02-09
PRM00630,POL0048,CLT012,2025-03-04,2025-04-04,1638,1556,encaissée,2025-03-16
PRM00631,POL0048,CLT012,2025-04-04,2025-05-04,1638,1556,encaissée,2025-04-13
PRM00632,POL0048,CLT012,2025-05-04,2025-06-04,1638,1556,encaissée,2025-05-07
PRM00633,POL0048,CLT012,2025-06-04,2025-07-04,1638,1556,encaissée,2025-06-19
PRM00634,POL0048,CLT012,2025-07-04,2025-08-04,1638,1556,encaissée,2025-07-07
PRM00635,POL0048,CLT012,2025-08-04,2025-09-04,1638,1556,encaissée,2025-08-05
PRM00636,POL0048,CLT012,2025-09-04,2025-10-04,1638,1556,encaissée,2025-09-12
PRM00637,POL0048,CLT012,2025-10-04,2025-11-04,1638,1556,encaissée,2025-10-05
PRM00638,POL0048,CLT012,2025-11-04,2025-12-04,1638,1556,encaissée,2025-11-09
PRM00639,POL0048,CLT012,2025-12-04,2026-01-04,1638,1556,encaissée,2025-12-14
PRM00640,POL0048,CLT012,2026-01-04,2026-02-04,1638,1556,encaissée,2026-01-11
PRM00641,POL0048,CLT012,2026-02-04,2026-03-04,1638,1556,encaissée,2026-02-18
PRM00642,POL0048,CLT012,2026-03-04,2026-04-04,1638,1556,encaissée,2026-03-17
PRM00643,POL0048,CLT012,2026-04-04,2026-05-04,1638,1556,encaissée,2026-04-05
PRM00644,POL0049,CLT013,2024-10-14,2024-11-14,1429,1358,encaissée,2024-10-17
PRM00645,POL0049,CLT013,2024-11-14,2024-12-14,1429,1358,encaissée,2024-11-17
PRM00646,POL0049,CLT013,2024-12-14,2025-01-14,1429,1358,encaissée,2024-12-19
PRM00647,POL0049,CLT013,2025-01-14,2025-02-14,1429,1358,encaissée,2025-01-28
PRM00648,POL0049,CLT013,2025-02-14,2025-03-14,1429,1358,encaissée,2025-02-27
PRM00649,POL0049,CLT013,2025-03-14,2025-04-14,1429,1358,encaissée,2025-03-15
PRM00650,POL0049,CLT013,2025-04-14,2025-05-14,1429,1358,encaissée,2025-04-21
PRM00651,POL0049,CLT013,2025-05-14,2025-06-14,1429,1358,encaissée,2025-05-25
PRM00652,POL0049,CLT013,2025-06-14,2025-07-14,1429,1358,encaissée,2025-06-21
PRM00653,POL0049,CLT013,2025-07-14,2025-08-14,1429,1358,encaissée,2025-07-28
PRM00654,POL0049,CLT013,2025-08-14,2025-09-14,1429,1358,encaissée,2025-08-21
PRM00655,POL0049,CLT013,2025-09-14,2025-10-14,1429,1358,encaissée,2025-09-18
PRM00656,POL0049,CLT013,2025-10-14,2025-11-14,1429,1358,encaissée,2025-10-26
PRM00657,POL0049,CLT013,2025-11-14,2025-12-14,1429,1358,encaissée,2025-11-29
PRM00658,POL0049,CLT013,2025-12-14,2026-01-14,1429,1358,encaissée,2025-12-23
PRM00659,POL0049,CLT013,2026-01-14,2026-02-14,1429,1358,encaissée,2026-01-25
PRM00660,POL0049,CLT013,2026-02-14,2026-03-14,1429,1358,encaissée,2026-02-28
PRM00661,POL0049,CLT013,2026-03-14,2026-04-14,1429,1358,encaissée,2026-03-18
PRM00662,POL0049,CLT013,2026-04-14,2026-05-14,1429,1358,encaissée,2026-04-17
PRM00663,POL0050,CLT013,2024-05-24,2024-06-24,1628,1547,encaissée,2024-05-31
PRM00664,POL0050,CLT013,2024-06-24,2024-07-24,1628,1547,encaissée,2024-06-26
PRM00665,POL0050,CLT013,2024-07-24,2024-08-24,1628,1547,encaissée,2024-08-03
PRM00666,POL0050,CLT013,2024-08-24,2024-09-24,1628,1547,encaissée,2024-09-05
PRM00667,POL0050,CLT013,2024-09-24,2024-10-24,1628,1547,encaissée,2024-10-09
PRM00668,POL0050,CLT013,2024-10-24,2024-11-24,1628,1547,encaissée,2024-10-29
PRM00669,POL0050,CLT013,2024-11-24,2024-12-24,1628,1547,encaissée,2024-12-03
PRM00670,POL0050,CLT013,2024-12-24,2025-01-24,1628,1547,encaissée,2024-12-26
PRM00671,POL0050,CLT013,2025-01-24,2025-02-24,1628,1547,encaissée,2025-01-25
PRM00672,POL0050,CLT013,2025-02-24,2025-03-24,1628,1547,encaissée,2025-03-10
PRM00673,POL0050,CLT013,2025-03-24,2025-04-24,1628,1547,encaissée,2025-04-08
PRM00674,POL0050,CLT013,2025-04-24,2025-05-24,1628,1547,encaissée,2025-05-08
PRM00675,POL0050,CLT013,2025-05-24,2025-06-24,1628,1547,encaissée,2025-06-03
PRM00676,POL0050,CLT013,2025-06-24,2025-07-24,1628,1547,encaissée,2025-06-28
PRM00677,POL0050,CLT013,2025-07-24,2025-08-24,1628,1547,encaissée,2025-08-01
PRM00678,POL0050,CLT013,2025-08-24,2025-09-24,1628,1547,encaissée,2025-09-08
PRM00679,POL0050,CLT013,2025-09-24,2025-10-24,1628,1547,encaissée,2025-10-08
PRM00680,POL0050,CLT013,2025-10-24,2025-11-24,1628,1547,encaissée,2025-11-04
PRM00681,POL0050,CLT013,2025-11-24,2025-12-24,1628,1547,encaissée,2025-11-28
PRM00682,POL0050,CLT013,2025-12-24,2026-01-24,1628,1547,encaissée,2025-12-31
PRM00683,POL0050,CLT013,2026-01-24,2026-02-24,1628,1547,encaissée,2026-02-06
PRM00684,POL0050,CLT013,2026-02-24,2026-03-24,1628,1547,encaissée,2026-03-02
PRM00685,POL0050,CLT013,2026-03-24,2026-04-24,1628,1547,annulée,
PRM00686,POL0050,CLT013,2026-04-24,2026-05-24,1628,1547,encaissée,2026-04-29
PRM00687,POL0051,CLT013,2025-08-13,2025-09-13,932,885,encaissée,2025-08-23
PRM00688,POL0051,CLT013,2025-09-13,2025-10-13,932,885,encaissée,2025-09-27
PRM00689,POL0051,CLT013,2025-10-13,2025-11-13,932,885,encaissée,2025-10-25
PRM00690,POL0051,CLT013,2025-11-13,2025-12-13,932,885,encaissée,2025-11-15
PRM00691,POL0051,CLT013,2025-12-13,2026-01-13,932,885,encaissée,2025-12-16
PRM00692,POL0051,CLT013,2026-01-13,2026-02-13,932,885,encaissée,2026-01-19
PRM00693,POL0051,CLT013,2026-02-13,2026-03-13,932,885,encaissée,2026-02-17
PRM00694,POL0051,CLT013,2026-03-13,2026-04-13,932,885,encaissée,2026-03-14
PRM00695,POL0051,CLT013,2026-04-13,2026-05-13,932,885,encaissée,2026-04-22
PRM00696,POL0052,CLT013,2024-10-01,2024-11-01,389,370,encaissée,2024-10-12
PRM00697,POL0052,CLT013,2024-11-01,2024-12-01,389,370,encaissée,2024-11-02
PRM00698,POL0052,CLT013,2024-12-01,2025-01-01,389,370,encaissée,2024-12-14
PRM00699,POL0052,CLT013,2025-01-01,2025-02-01,389,370,encaissée,2025-01-05
PRM00700,POL0052,CLT013,2025-02-01,2025-03-01,389,370,encaissée,2025-02-15
PRM00701,POL0052,CLT013,2025-03-01,2025-04-01,389,370,encaissée,2025-03-05
PRM00702,POL0052,CLT013,2025-04-01,2025-05-01,389,370,encaissée,2025-04-15
PRM00703,POL0052,CLT013,2025-05-01,2025-06-01,389,370,encaissée,2025-05-02
PRM00704,POL0052,CLT013,2025-06-01,2025-07-01,389,370,encaissée,2025-06-13
PRM00705,POL0052,CLT013,2025-07-01,2025-08-01,389,370,encaissée,2025-07-02
PRM00706,POL0052,CLT013,2025-08-01,2025-09-01,389,370,encaissée,2025-08-12
PRM00707,POL0052,CLT013,2025-09-01,2025-10-01,389,370,encaissée,2025-09-07
PRM00708,POL0052,CLT013,2025-10-01,2025-11-01,389,370,encaissée,2025-10-13
PRM00709,POL0052,CLT013,2025-11-01,2025-12-01,389,370,encaissée,2025-11-07
PRM00710,POL0052,CLT013,2025-12-01,2026-01-01,389,370,encaissée,2025-12-12
PRM00711,POL0052,CLT013,2026-01-01,2026-02-01,389,370,encaissée,2026-01-15
PRM00712,POL0052,CLT013,2026-02-01,2026-03-01,389,370,encaissée,2026-02-04
PRM00713,POL0052,CLT013,2026-03-01,2026-04-01,389,370,encaissée,2026-03-03
PRM00714,POL0052,CLT013,2026-04-01,2026-05-01,389,370,encaissée,2026-04-12
PRM00715,POL0052,CLT013,2026-05-01,2026-06-01,389,370,encaissée,2026-05-08
PRM00716,POL0053,CLT014,2026-01-10,2026-02-10,356,338,encaissée,2026-01-17
PRM00717,POL0053,CLT014,2026-02-10,2026-03-10,356,338,encaissée,2026-02-25
PRM00718,POL0053,CLT014,2026-03-10,2026-04-10,356,338,encaissée,2026-03-19
PRM00719,POL0053,CLT014,2026-04-10,2026-05-10,356,338,encaissée,2026-04-15
PRM00720,POL0054,CLT014,2025-01-15,2025-02-15,889,845,encaissée,2025-01-28
PRM00721,POL0054,CLT014,2025-02-15,2025-03-15,889,845,encaissée,2025-02-18
PRM00722,POL0054,CLT014,2025-03-15,2025-04-15,889,845,encaissée,2025-03-28
PRM00723,POL0054,CLT014,2025-04-15,2025-05-15,889,845,encaissée,2025-04-19
PRM00724,POL0054,CLT014,2025-05-15,2025-06-15,889,845,encaissée,2025-05-30
PRM00725,POL0054,CLT014,2025-06-15,2025-07-15,889,845,encaissée,2025-06-25
PRM00726,POL0054,CLT014,2025-07-15,2025-08-15,889,845,encaissée,2025-07-28
PRM00727,POL0054,CLT014,2025-08-15,2025-09-15,889,845,encaissée,2025-08-16
PRM00728,POL0054,CLT014,2025-09-15,2025-10-15,889,845,encaissée,2025-09-19
PRM00729,POL0054,CLT014,2025-10-15,2025-11-15,889,845,encaissée,2025-10-23
PRM00730,POL0054,CLT014,2025-11-15,2025-12-15,889,845,encaissée,2025-11-17
PRM00731,POL0054,CLT014,2025-12-15,2026-01-15,889,845,encaissée,2025-12-23
PRM00732,POL0054,CLT014,2026-01-15,2026-02-15,889,845,encaissée,2026-01-27
PRM00733,POL0054,CLT014,2026-02-15,2026-03-15,889,845,encaissée,2026-02-23
PRM00734,POL0054,CLT014,2026-03-15,2026-04-15,889,845,encaissée,2026-03-29
PRM00735,POL0054,CLT014,2026-04-15,2026-05-15,889,845,encaissée,2026-04-18
PRM00736,POL0055,CLT014,2025-10-25,2025-11-25,647,615,encaissée,2025-11-05
PRM00737,POL0055,CLT014,2025-11-25,2025-12-25,647,615,encaissée,2025-12-09
PRM00738,POL0055,CLT014,2025-12-25,2026-01-25,647,615,encaissée,2025-12-29
PRM00739,POL0055,CLT014,2026-01-25,2026-02-25,647,615,encaissée,2026-02-01
PRM00740,POL0055,CLT014,2026-02-25,2026-03-25,647,615,encaissée,2026-02-26
PRM00741,POL0055,CLT014,2026-03-25,2026-04-25,647,615,encaissée,2026-04-03
PRM00742,POL0055,CLT014,2026-04-25,2026-05-25,647,615,encaissée,2026-04-26
PRM00743,POL0056,CLT014,2024-07-18,2024-08-18,753,715,encaissée,2024-07-19
PRM00744,POL0056,CLT014,2024-08-18,2024-09-18,753,715,encaissée,2024-08-28
PRM00745,POL0056,CLT014,2024-09-18,2024-10-18,753,715,encaissée,2024-09-21
PRM00746,POL0056,CLT014,2024-10-18,2024-11-18,753,715,encaissée,2024-10-22
PRM00747,POL0056,CLT014,2024-11-18,2024-12-18,753,715,encaissée,2024-11-30
PRM00748,POL0056,CLT014,2024-12-18,2025-01-18,753,715,encaissée,2024-12-27
PRM00749,POL0056,CLT014,2025-01-18,2025-02-18,753,715,encaissée,2025-02-02
PRM00750,POL0056,CLT014,2025-02-18,2025-03-18,753,715,encaissée,2025-02-20
PRM00751,POL0056,CLT014,2025-03-18,2025-04-18,753,715,encaissée,2025-03-19
PRM00752,POL0056,CLT014,2025-04-18,2025-05-18,753,715,encaissée,2025-04-28
PRM00753,POL0056,CLT014,2025-05-18,2025-06-18,753,715,encaissée,2025-05-27
PRM00754,POL0056,CLT014,2025-06-18,2025-07-18,753,715,encaissée,2025-06-29
PRM00755,POL0056,CLT014,2025-07-18,2025-08-18,753,715,encaissée,2025-08-01
PRM00756,POL0056,CLT014,2025-08-18,2025-09-18,753,715,encaissée,2025-08-22
PRM00757,POL0056,CLT014,2025-09-18,2025-10-18,753,715,encaissée,2025-09-20
PRM00758,POL0056,CLT014,2025-10-18,2025-11-18,753,715,encaissée,2025-10-22
PRM00759,POL0056,CLT014,2025-11-18,2025-12-18,753,715,encaissée,2025-11-24
PRM00760,POL0056,CLT014,2025-12-18,2026-01-18,753,715,encaissée,2025-12-19
PRM00761,POL0056,CLT014,2026-01-18,2026-02-18,753,715,encaissée,2026-01-29
PRM00762,POL0056,CLT014,2026-02-18,2026-03-18,753,715,encaissée,2026-02-26
PRM00763,POL0056,CLT014,2026-03-18,2026-04-18,753,715,encaissée,2026-03-20
PRM00764,POL0056,CLT014,2026-04-18,2026-05-18,753,715,encaissée,2026-05-02
PRM00765,POL0057,CLT014,2024-09-22,2024-10-22,2074,1970,encaissée,2024-09-28
PRM00766,POL0057,CLT014,2024-10-22,2024-11-22,2074,1970,encaissée,2024-11-05
PRM00767,POL0057,CLT014,2024-11-22,2024-12-22,2074,1970,encaissée,2024-12-07
PRM00768,POL0057,CLT014,2024-12-22,2025-01-22,2074,1970,encaissée,2025-01-04
PRM00769,POL0057,CLT014,2025-01-22,2025-02-22,2074,1970,encaissée,2025-01-31
PRM00770,POL0057,CLT014,2025-02-22,2025-03-22,2074,1970,encaissée,2025-02-28
PRM00771,POL0057,CLT014,2025-03-22,2025-04-22,2074,1970,encaissée,2025-04-01
PRM00772,POL0057,CLT014,2025-04-22,2025-05-22,2074,1970,encaissée,2025-04-24
PRM00773,POL0057,CLT014,2025-05-22,2025-06-22,2074,1970,encaissée,2025-05-29
PRM00774,POL0057,CLT014,2025-06-22,2025-07-22,2074,1970,encaissée,2025-06-23
PRM00775,POL0057,CLT014,2025-07-22,2025-08-22,2074,1970,encaissée,2025-08-02
PRM00776,POL0057,CLT014,2025-08-22,2025-09-22,2074,1970,encaissée,2025-08-24
PRM00777,POL0057,CLT014,2025-09-22,2025-10-22,2074,1970,encaissée,2025-10-03
PRM00778,POL0057,CLT014,2025-10-22,2025-11-22,2074,1970,encaissée,2025-11-01
PRM00779,POL0057,CLT014,2025-11-22,2025-12-22,2074,1970,encaissée,2025-12-07
PRM00780,POL0057,CLT014,2025-12-22,2026-01-22,2074,1970,encaissée,2025-12-24
PRM00781,POL0057,CLT014,2026-01-22,2026-02-22,2074,1970,encaissée,2026-02-03
PRM00782,POL0057,CLT014,2026-02-22,2026-03-22,2074,1970,encaissée,2026-03-06
PRM00783,POL0057,CLT014,2026-03-22,2026-04-22,2074,1970,encaissée,2026-04-06
PRM00784,POL0057,CLT014,2026-04-22,2026-05-22,2074,1970,encaissée,2026-04-25
PRM00785,POL0058,CLT014,2025-03-03,2025-04-03,441,419,encaissée,2025-03-18
PRM00786,POL0058,CLT014,2025-04-03,2025-05-03,441,419,encaissée,2025-04-08
PRM00787,POL0058,CLT014,2025-05-03,2025-06-03,441,419,encaissée,2025-05-04
PRM00788,POL0058,CLT014,2025-06-03,2025-07-03,441,419,encaissée,2025-06-04
PRM00789,POL0058,CLT014,2025-07-03,2025-08-03,441,419,encaissée,2025-07-15
PRM00790,POL0058,CLT014,2025-08-03,2025-09-03,441,419,encaissée,2025-08-09
PRM00791,POL0058,CLT014,2025-09-03,2025-10-03,441,419,encaissée,2025-09-13
PRM00792,POL0058,CLT014,2025-10-03,2025-11-03,441,419,encaissée,2025-10-08
PRM00793,POL0058,CLT014,2025-11-03,2025-12-03,441,419,encaissée,2025-11-07
PRM00794,POL0058,CLT014,2025-12-03,2026-01-03,441,419,encaissée,2025-12-15
PRM00795,POL0058,CLT014,2026-01-03,2026-02-03,441,419,encaissée,2026-01-08
PRM00796,POL0058,CLT014,2026-02-03,2026-03-03,441,419,encaissée,2026-02-13
PRM00797,POL0058,CLT014,2026-03-03,2026-04-03,441,419,encaissée,2026-03-18
PRM00798,POL0058,CLT014,2026-04-03,2026-05-03,441,419,encaissée,2026-04-09
PRM00799,POL0059,CLT015,2024-09-16,2024-10-16,933,886,encaissée,2024-09-30
PRM00800,POL0059,CLT015,2024-10-16,2024-11-16,933,886,encaissée,2024-10-31
PRM00801,POL0059,CLT015,2024-11-16,2024-12-16,933,886,encaissée,2024-11-30
PRM00802,POL0059,CLT015,2024-12-16,2025-01-16,933,886,encaissée,2024-12-28
PRM00803,POL0059,CLT015,2025-01-16,2025-02-16,933,886,encaissée,2025-01-18
PRM00804,POL0059,CLT015,2025-02-16,2025-03-16,933,886,encaissée,2025-02-22
PRM00805,POL0059,CLT015,2025-03-16,2025-04-16,933,886,encaissée,2025-03-19
PRM00806,POL0059,CLT015,2025-04-16,2025-05-16,933,886,encaissée,2025-04-17
PRM00807,POL0059,CLT015,2025-05-16,2025-06-16,933,886,encaissée,2025-05-27
PRM00808,POL0059,CLT015,2025-06-16,2025-07-16,933,886,encaissée,2025-06-19
PRM00809,POL0059,CLT015,2025-07-16,2025-08-16,933,886,encaissée,2025-07-17
PRM00810,POL0059,CLT015,2025-08-16,2025-09-16,933,886,encaissée,2025-08-28
PRM00811,POL0059,CLT015,2025-09-16,2025-10-16,933,886,encaissée,2025-09-28
PRM00812,POL0059,CLT015,2025-10-16,2025-11-16,933,886,encaissée,2025-10-21
PRM00813,POL0059,CLT015,2025-11-16,2025-12-16,933,886,encaissée,2025-11-22
PRM00814,POL0059,CLT015,2025-12-16,2026-01-16,933,886,encaissée,2025-12-30
PRM00815,POL0059,CLT015,2026-01-16,2026-02-16,933,886,encaissée,2026-01-17
PRM00816,POL0059,CLT015,2026-02-16,2026-03-16,933,886,encaissée,2026-02-19
PRM00817,POL0059,CLT015,2026-03-16,2026-04-16,933,886,encaissée,2026-03-30
PRM00818,POL0059,CLT015,2026-04-16,2026-05-16,933,886,encaissée,2026-04-23
PRM00819,POL0060,CLT015,2024-06-28,2024-07-28,437,415,encaissée,2024-07-03
PRM00820,POL0060,CLT015,2024-07-28,2024-08-28,437,415,encaissée,2024-08-09
PRM00821,POL0060,CLT015,2024-08-28,2024-09-28,437,415,encaissée,2024-09-10
PRM00822,POL0060,CLT015,2024-09-28,2024-10-28,437,415,encaissée,2024-09-30
PRM00823,POL0060,CLT015,2024-10-28,2024-11-28,437,415,encaissée,2024-11-02
PRM00824,POL0060,CLT015,2024-11-28,2024-12-28,437,415,encaissée,2024-12-06
PRM00825,POL0060,CLT015,2024-12-28,2025-01-28,437,415,encaissée,2025-01-05
PRM00826,POL0060,CLT015,2025-01-28,2025-02-28,437,415,encaissée,2025-02-12
PRM00827,POL0060,CLT015,2025-02-28,2025-03-28,437,415,encaissée,2025-03-07
PRM00828,POL0060,CLT015,2025-03-28,2025-04-28,437,415,encaissée,2025-03-31
PRM00829,POL0060,CLT015,2025-04-28,2025-05-28,437,415,encaissée,2025-05-09
PRM00830,POL0060,CLT015,2025-05-28,2025-06-28,437,415,encaissée,2025-06-08
PRM00831,POL0060,CLT015,2025-06-28,2025-07-28,437,415,encaissée,2025-07-10
PRM00832,POL0060,CLT015,2025-07-28,2025-08-28,437,415,encaissée,2025-08-10
PRM00833,POL0060,CLT015,2025-08-28,2025-09-28,437,415,encaissée,2025-09-10
PRM00834,POL0060,CLT015,2025-09-28,2025-10-28,437,415,encaissée,2025-10-05
PRM00835,POL0060,CLT015,2025-10-28,2025-11-28,437,415,encaissée,2025-11-07
PRM00836,POL0060,CLT015,2025-11-28,2025-12-28,437,415,encaissée,2025-12-01
PRM00837,POL0060,CLT015,2025-12-28,2026-01-28,437,415,encaissée,2026-01-03
PRM00838,POL0060,CLT015,2026-01-28,2026-02-28,437,415,encaissée,2026-02-02
PRM00839,POL0060,CLT015,2026-02-28,2026-03-28,437,415,encaissée,2026-03-06
PRM00840,POL0060,CLT015,2026-03-28,2026-04-28,437,415,encaissée,2026-03-29
PRM00841,POL0060,CLT015,2026-04-28,2026-05-28,437,415,encaissée,2026-05-08
PRM00842,POL0061,CLT015,2024-12-12,2025-01-12,1872,1778,encaissée,2024-12-15
PRM00843,POL0061,CLT015,2025-01-12,2025-02-12,1872,1778,encaissée,2025-01-14
PRM00844,POL0061,CLT015,2025-02-12,2025-03-12,1872,1778,encaissée,2025-02-13
PRM00845,POL0061,CLT015,2025-03-12,2025-04-12,1872,1778,encaissée,2025-03-20
PRM00846,POL0061,CLT015,2025-04-12,2025-05-12,1872,1778,encaissée,2025-04-26
PRM00847,POL0061,CLT015,2025-05-12,2025-06-12,1872,1778,encaissée,2025-05-24
PRM00848,POL0061,CLT015,2025-06-12,2025-07-12,1872,1778,encaissée,2025-06-21
PRM00849,POL0061,CLT015,2025-07-12,2025-08-12,1872,1778,encaissée,2025-07-26
PRM00850,POL0061,CLT015,2025-08-12,2025-09-12,1872,1778,encaissée,2025-08-16
PRM00851,POL0061,CLT015,2025-09-12,2025-10-12,1872,1778,encaissée,2025-09-20
PRM00852,POL0061,CLT015,2025-10-12,2025-11-12,1872,1778,encaissée,2025-10-17
PRM00853,POL0061,CLT015,2025-11-12,2025-12-12,1872,1778,encaissée,2025-11-17
PRM00854,POL0061,CLT015,2025-12-12,2026-01-12,1872,1778,encaissée,2025-12-20
PRM00855,POL0061,CLT015,2026-01-12,2026-02-12,1872,1778,encaissée,2026-01-22
PRM00856,POL0061,CLT015,2026-02-12,2026-03-12,1872,1778,encaissée,2026-02-23
PRM00857,POL0061,CLT015,2026-03-12,2026-04-12,1872,1778,encaissée,2026-03-21
PRM00858,POL0061,CLT015,2026-04-12,2026-05-12,1872,1778,encaissée,2026-04-27
PRM00859,POL0062,CLT016,2025-12-26,2026-01-26,2021,1920,encaissée,2025-12-27
PRM00860,POL0062,CLT016,2026-01-26,2026-02-26,2021,1920,encaissée,2026-02-10
PRM00861,POL0062,CLT016,2026-02-26,2026-03-26,2021,1920,encaissée,2026-02-27
PRM00862,POL0062,CLT016,2026-03-26,2026-04-26,2021,1920,encaissée,2026-04-09
PRM00863,POL0062,CLT016,2026-04-26,2026-05-26,2021,1920,encaissée,2026-05-09
PRM00864,POL0063,CLT016,2025-01-13,2025-02-13,181,172,encaissée,2025-01-18
PRM00865,POL0063,CLT016,2025-02-13,2025-03-13,181,172,encaissée,2025-02-20
PRM00866,POL0063,CLT016,2025-03-13,2025-04-13,181,172,encaissée,2025-03-26
PRM00867,POL0063,CLT016,2025-04-13,2025-05-13,181,172,encaissée,2025-04-26
PRM00868,POL0063,CLT016,2025-05-13,2025-06-13,181,172,encaissée,2025-05-24
PRM00869,POL0063,CLT016,2025-06-13,2025-07-13,181,172,encaissée,2025-06-16
PRM00870,POL0063,CLT016,2025-07-13,2025-08-13,181,172,encaissée,2025-07-20
PRM00871,POL0063,CLT016,2025-08-13,2025-09-13,181,172,encaissée,2025-08-27
PRM00872,POL0063,CLT016,2025-09-13,2025-10-13,181,172,encaissée,2025-09-16
PRM00873,POL0063,CLT016,2025-10-13,2025-11-13,181,172,encaissée,2025-10-24
PRM00874,POL0063,CLT016,2025-11-13,2025-12-13,181,172,encaissée,2025-11-23
PRM00875,POL0063,CLT016,2025-12-13,2026-01-13,181,172,encaissée,2025-12-18
PRM00876,POL0063,CLT016,2026-01-13,2026-02-13,181,172,encaissée,2026-01-17
PRM00877,POL0063,CLT016,2026-02-13,2026-03-13,181,172,encaissée,2026-02-27
PRM00878,POL0063,CLT016,2026-03-13,2026-04-13,181,172,encaissée,2026-03-28
PRM00879,POL0063,CLT016,2026-04-13,2026-05-13,181,172,encaissée,2026-04-18
PRM00880,POL0064,CLT016,2024-05-03,2024-06-03,746,709,encaissée,2024-05-16
PRM00881,POL0064,CLT016,2024-06-03,2024-07-03,746,709,encaissée,2024-06-08
PRM00882,POL0064,CLT016,2024-07-03,2024-08-03,746,709,encaissée,2024-07-09
PRM00883,POL0064,CLT016,2024-08-03,2024-09-03,746,709,encaissée,2024-08-08
PRM00884,POL0064,CLT016,2024-09-03,2024-10-03,746,709,encaissée,2024-09-17
PRM00885,POL0064,CLT016,2024-10-03,2024-11-03,746,709,encaissée,2024-10-07
PRM00886,POL0064,CLT016,2024-11-03,2024-12-03,746,709,encaissée,2024-11-13
PRM00887,POL0064,CLT016,2024-12-03,2025-01-03,746,709,encaissée,2024-12-18
PRM00888,POL0064,CLT016,2025-01-03,2025-02-03,746,709,encaissée,2025-01-05
PRM00889,POL0064,CLT016,2025-02-03,2025-03-03,746,709,encaissée,2025-02-08
PRM00890,POL0064,CLT016,2025-03-03,2025-04-03,746,709,encaissée,2025-03-10
PRM00891,POL0064,CLT016,2025-04-03,2025-05-03,746,709,encaissée,2025-04-09
PRM00892,POL0064,CLT016,2025-05-03,2025-06-03,746,709,encaissée,2025-05-05
PRM00893,POL0064,CLT016,2025-06-03,2025-07-03,746,709,encaissée,2025-06-12
PRM00894,POL0064,CLT016,2025-07-03,2025-08-03,746,709,encaissée,2025-07-14
PRM00895,POL0064,CLT016,2025-08-03,2025-09-03,746,709,encaissée,2025-08-04
PRM00896,POL0064,CLT016,2025-09-03,2025-10-03,746,709,encaissée,2025-09-05
PRM00897,POL0064,CLT016,2025-10-03,2025-11-03,746,709,encaissée,2025-10-18
PRM00898,POL0064,CLT016,2025-11-03,2025-12-03,746,709,encaissée,2025-11-07
PRM00899,POL0064,CLT016,2025-12-03,2026-01-03,746,709,encaissée,2025-12-09
PRM00900,POL0064,CLT016,2026-01-03,2026-02-03,746,709,encaissée,2026-01-08
PRM00901,POL0064,CLT016,2026-02-03,2026-03-03,746,709,encaissée,2026-02-05
